fold,window,adx_n,adx_win,adx_exp,adx_sh,adx_ann_pct,btc_n,btc_win,btc_exp,btc_sh,btc_ann_pct,cmb_n,cmb_win,cmb_exp,cmb_sh,cmb_ann_pct
F1,2022-09->2023-03,25,0.16,-0.46025800571550085,-2.7313113566011307,-17.41463086197376,9,0.0,-0.9849174260053343,-81.27420443325106,-13.415758875563682,8,0.0,-0.9817312991516782,-77.0912530666936,-11.886542221496702
F2,2023-03->2023-09,28,0.25,-0.4881141187086716,-3.7259745707205973,-20.347594125136894,38,0.3157894736842105,-0.25094108217702893,-1.451823369175554,-14.196753057375297,27,0.25925925925925924,-0.46862035729194385,-3.5482451306307885,-18.837296773874296
F3,2023-09->2024-03,20,0.6,4.414820897527883,2.874745211239717,132.89945050731257,26,0.5384615384615384,3.840408363478834,2.764958471585099,150.29026658149758,20,0.6,4.414820897527882,2.8747452112397167,132.89945050731254
F4,2024-03->2024-09,20,0.05,-0.8193942859631912,-13.439259888492673,-24.398132849026272,29,0.13793103448275862,-0.6089468960969869,-5.663528578221215,-26.291240870312404,20,0.05,-0.8193942859631912,-13.439259888492673,-24.398132849026272
F5,2024-09->2025-03,22,0.5454545454545454,1.5630842865434866,1.8784535296336076,52.044877560166526,31,0.45161290322580644,1.0775108429662927,1.6432789263219747,50.554085209378144,22,0.5454545454545454,1.2540999011469383,1.7310447492481384,41.7568498162965
F6,2025-03->2025-09,17,0.29411764705882354,0.32580440591032506,0.5676777013466969,8.24592801928812,31,0.1935483870967742,0.27057753541700724,0.39761534841437807,12.487833379658635,17,0.29411764705882354,0.32580440591032533,0.5676777013466974,8.24592801928813
F7,2025-09->2026-03,22,0.6818181818181818,0.5843665464648486,2.80811855314747,19.457226729771925,14,0.5714285714285714,0.1299459119638497,0.730928321764633,2.753363622211928,11,0.6363636363636364,0.2299627326687532,1.4487869252487395,3.828450701021615
F8,2026-03->2026-06,3,0.0,-0.7167824663601122,-9.667536760449545,-6.402834680821412,0,,,,,0,,,,
