,0
2020-11-23 00:00:00+00:00,-0.04107185854338423
2020-11-30 00:00:00+00:00,0.00807330060355258
2020-12-07 00:00:00+00:00,0.15071256582757636
2020-12-14 00:00:00+00:00,-0.08695723273869925
2020-12-21 00:00:00+00:00,0.7353853799653662
2020-12-28 00:00:00+00:00,-0.06051706636003125
2021-01-04 00:00:00+00:00,0.0414539482497388
2021-01-11 00:00:00+00:00,0.3327870904200117
2021-01-18 00:00:00+00:00,-0.5143923677842547
2021-01-25 00:00:00+00:00,1.1569238005178584
2021-02-01 00:00:00+00:00,1.0397149157029728
2021-02-08 00:00:00+00:00,-0.11740458897984006
2021-02-15 00:00:00+00:00,-0.6776013718433407
2021-02-22 00:00:00+00:00,0.2699229376533283
2021-03-01 00:00:00+00:00,0.08707568196201648
2021-03-08 00:00:00+00:00,0.39050864854700335
2021-03-15 00:00:00+00:00,-0.07536904928665451
2021-03-22 00:00:00+00:00,0.1236047052116564
2021-03-29 00:00:00+00:00,0.24599632853591077
2021-04-05 00:00:00+00:00,-0.4874407808220878
2021-04-12 00:00:00+00:00,0.19475788706560684
2021-04-19 00:00:00+00:00,0.21386681147198203
2021-04-26 00:00:00+00:00,0.20474442340635862
2021-05-03 00:00:00+00:00,0.09200765324361453
2021-05-10 00:00:00+00:00,-0.35204941856993494
2021-05-17 00:00:00+00:00,0.17657010737708834
2021-05-24 00:00:00+00:00,0.08556488554670245
2021-05-31 00:00:00+00:00,0.02250846898408365
2021-06-07 00:00:00+00:00,-0.016912878781296187
2021-06-14 00:00:00+00:00,0.00044704789827273994
2021-06-21 00:00:00+00:00,-0.010237733569786795
2021-06-28 00:00:00+00:00,-0.027603669847696737
2021-07-05 00:00:00+00:00,-0.006154452192568632
2021-07-12 00:00:00+00:00,-0.04753631143247208
2021-07-19 00:00:00+00:00,0.019969996717943934
2021-07-26 00:00:00+00:00,0.04708754403532381
2021-08-02 00:00:00+00:00,0.13610926274232005
2021-08-09 00:00:00+00:00,-0.0011506971625204216
2021-08-16 00:00:00+00:00,0.06511049564131904
2021-08-23 00:00:00+00:00,0.07977211130854807
2021-08-30 00:00:00+00:00,0.15293802064517925
