,0
2020-08-24 00:00:00+00:00,-0.1481465715311467
2020-08-31 00:00:00+00:00,0.007838950302577209
2020-11-09 00:00:00+00:00,-0.37219888166124143
2020-11-16 00:00:00+00:00,0.10000213319943155
2020-11-23 00:00:00+00:00,-0.014410666660953636
2020-11-30 00:00:00+00:00,-0.07362218036385815
2020-12-07 00:00:00+00:00,-0.001103382036984634
2020-12-14 00:00:00+00:00,-0.3609722987107826
2020-12-21 00:00:00+00:00,-0.45903677385036346
2020-12-28 00:00:00+00:00,0.10071739393060522
2021-01-04 00:00:00+00:00,-0.013950751742919364
2021-01-11 00:00:00+00:00,0.12602052205622521
2021-01-18 00:00:00+00:00,0.8596662303623948
2021-01-25 00:00:00+00:00,0.1079271425241689
2021-02-01 00:00:00+00:00,-0.2231974152914837
2021-02-08 00:00:00+00:00,-0.020089481450322858
2021-02-15 00:00:00+00:00,0.049699085791690224
2021-02-22 00:00:00+00:00,-0.037004469795826715
2021-03-01 00:00:00+00:00,0.07692772192748781
2021-03-08 00:00:00+00:00,-0.11533746383503835
2021-03-15 00:00:00+00:00,0.12990687851146157
2021-03-22 00:00:00+00:00,0.024480150385016365
2021-03-29 00:00:00+00:00,-0.2133708250825715
2021-04-05 00:00:00+00:00,-0.07556891902286755
2021-04-12 00:00:00+00:00,-0.1416553789351043
2021-04-19 00:00:00+00:00,0.12101067269213953
2021-04-26 00:00:00+00:00,0.2632272893313732
2021-05-03 00:00:00+00:00,0.022361698235193482
2021-05-10 00:00:00+00:00,0.026311019966150206
2021-05-17 00:00:00+00:00,-0.1502834551880756
2021-05-24 00:00:00+00:00,-0.07070929816488786
2021-05-31 00:00:00+00:00,-0.10422930083753028
2021-06-07 00:00:00+00:00,0.030406664983757964
2021-06-14 00:00:00+00:00,-0.06394242134437542
2021-06-21 00:00:00+00:00,0.01758850781202028
2021-06-28 00:00:00+00:00,-0.06742723611837774
2021-07-05 00:00:00+00:00,-0.04204443793248658
2021-07-12 00:00:00+00:00,0.13409021039074986
2021-07-19 00:00:00+00:00,-0.08961500376558093
2021-07-26 00:00:00+00:00,-0.03472923535147059
2021-08-02 00:00:00+00:00,-0.034547455966020255
2021-08-09 00:00:00+00:00,-0.20749974775187277
2021-08-16 00:00:00+00:00,0.032511573284579
2021-08-23 00:00:00+00:00,-0.08062775866928232
2021-08-30 00:00:00+00:00,0.20873994709188265
2021-09-06 00:00:00+00:00,0.08083355913039261
2021-09-13 00:00:00+00:00,0.09057135040375007
2021-09-20 00:00:00+00:00,-0.0018498874010014037
2021-09-27 00:00:00+00:00,0.20912525006611105
2021-10-04 00:00:00+00:00,-0.1036940767259695
2021-10-11 00:00:00+00:00,0.05066686450316647
2021-10-18 00:00:00+00:00,0.35551023323638636
2021-10-25 00:00:00+00:00,0.08056464742490141
2021-11-01 00:00:00+00:00,-0.03239862423306208
2021-11-08 00:00:00+00:00,0.10681103058250757
2021-11-15 00:00:00+00:00,0.2805299589019988
2021-11-22 00:00:00+00:00,-0.06746984152210428
2021-11-29 00:00:00+00:00,-0.017869717542758214
2021-12-06 00:00:00+00:00,0.006472394138296379
2021-12-13 00:00:00+00:00,0.1959016539833789
2021-12-20 00:00:00+00:00,-0.028490710252564173
2021-12-27 00:00:00+00:00,0.009639089983901561
2022-01-03 00:00:00+00:00,0.0990679308886386
2022-01-10 00:00:00+00:00,-0.10613795886646062
2022-01-17 00:00:00+00:00,0.0225988255613626
2022-01-24 00:00:00+00:00,0.011865989516159293
2022-01-31 00:00:00+00:00,-0.12998743447476094
2022-02-07 00:00:00+00:00,-0.03297840719017482
2022-02-14 00:00:00+00:00,0.058551079586605576
2022-02-21 00:00:00+00:00,0.014705359428031
2022-02-28 00:00:00+00:00,0.014109038915594296
2022-03-07 00:00:00+00:00,0.046460218313321214
2022-03-14 00:00:00+00:00,-0.016244817304417125
2022-03-21 00:00:00+00:00,-0.0700267911101493
2022-03-28 00:00:00+00:00,-0.034974099336201485
2022-04-04 00:00:00+00:00,-0.05437182799534138
2022-04-11 00:00:00+00:00,-0.022835668362064698
2022-04-18 00:00:00+00:00,-0.07114563816874088
2022-04-25 00:00:00+00:00,-0.04581611266922798
2022-05-02 00:00:00+00:00,-0.15804169506160548
