name,full_n,full_ann,full_sh,full_lb,full_ub,full_star,oos_n,oos_ann,oos_sh,oos_lb,oos_ub,oos_star
MAX,300,-0.03890215757997248,-0.050163936854386436,-0.012521413477493437,0.011655913093170328,False,196,0.17435874926202322,0.32139287722499427,-0.006918418306471059,0.013969631466632144,False
REVERSAL,300,-0.8951058796890361,-0.9719725400263005,-0.0320319591516182,-0.003114687131606819,False,196,-0.5328105783102238,-1.00160002645149,-0.02067227023127973,1.024682803985825e-05,False
ANCHOR,295,0.2621148501586727,0.35451338511467456,-0.006887197757722395,0.0167541858709548,False,196,0.29708144825001187,0.4669086185184152,-0.006750091833916595,0.017752557493304694,False
BAB,296,0.3591029202943349,0.31240349872595535,-0.0107370016765837,0.025551251884600033,False,196,-0.04202668330796174,-0.06474433760083606,-0.01353324808181857,0.012285165000128528,False
