fold,window,base_n,base_win,base_exp,base_ann,fng_n,fng_win,fng_exp,fng_ann,btcrel_n,btcrel_win,btcrel_exp,btcrel_ann,both_n,both_win,both_exp,both_ann
F1,2022-09->2023-03,9,0.0,-0.9849174260053343,-13.415758875563682,9,0.0,-0.9849174260053343,-13.415758875563682,9,0.0,-1.0080763415050802,-13.731211133753765,9,0.0,-1.0080763415050802,-13.731211133753765
F2,2023-03->2023-09,38,0.3157894736842105,-0.25094108217702893,-14.196753057375297,38,0.3157894736842105,-0.25094108217702893,-14.196753057375297,37,0.32432432432432434,-0.23563418093375038,-12.979969686211698,37,0.32432432432432434,-0.23563418093375038,-12.979969686211698
F3,2023-09->2024-03,26,0.5384615384615384,3.840408363478834,150.29026658149758,26,0.5384615384615384,3.840408363478834,150.29026658149758,28,0.42857142857142855,3.018875657259904,127.2281923631746,28,0.42857142857142855,3.018875657259904,127.2281923631746
F4,2024-03->2024-09,29,0.13793103448275862,-0.6089468960969869,-26.291240870312404,29,0.13793103448275862,-0.6089468960969869,-26.291240870312404,29,0.13793103448275862,-0.6223343338462812,-26.86924258566551,29,0.13793103448275862,-0.6223343338462813,-26.869242585665514
F5,2024-09->2025-03,31,0.45161290322580644,1.0775108429662927,50.554085209378144,31,0.45161290322580644,0.9685807858735894,45.44336226484883,31,0.45161290322580644,1.0775108429662927,50.554085209378144,31,0.45161290322580644,0.9685807858735894,45.44336226484883
F6,2025-03->2025-09,31,0.1935483870967742,0.27057753541700724,12.487833379658635,31,0.1935483870967742,0.27057753541700724,12.487833379658635,31,0.1935483870967742,0.15299930896998057,7.061302686031986,31,0.1935483870967742,0.15299930896998057,7.061302686031986
F7,2025-09->2026-03,14,0.5714285714285714,0.1299459119638497,2.753363622211928,14,0.5714285714285714,0.12994591196384966,2.753363622211928,14,0.5714285714285714,0.1299459119638497,2.753363622211928,14,0.5714285714285714,0.1299459119638497,2.753363622211928
F8,2026-03->2026-06,0,,,,0,,,,0,,,,0,,,
