dow,full_mean,full_t,oos_mean
Mon,0.0015360389845528834,0.591457822764865,0.001565440466756233
Tue,-0.00011447779490114366,-0.05738560011267406,-0.0019716525132215273
Wed,0.0052751144687324366,1.9288208960242887,0.0037470999318337
Thu,-0.0009201315122047281,-0.32953418167182996,-0.0028816964588974257
Fri,0.004531496202363393,1.8293163726299997,0.005798696654033857
Sat,0.004255005057051024,2.489550412004913,0.002741843980754496
Sun,4.1650617891872876e-05,0.021571801264401624,-0.0019069847189579492
