fold,test_window,off_n,off_exp,off_sh,off_hit,on_n,on_exp,on_sh,on_hit
F1,2022-09 → 2023-03,35,-0.23916241602736318,-0.9738723981708753,0.2,25,-0.46025800571550085,-2.7313113566011307,0.16
F2,2023-03 → 2023-09,43,-0.3402624547378205,-2.0182717077845753,0.27906976744186046,28,-0.4881141187086716,-3.7259745707205973,0.25
F3,2023-09 → 2024-03,26,3.840408363478834,2.7649584715850994,0.5384615384615384,20,4.414820897527883,2.874745211239717,0.6
F4,2024-03 → 2024-09,29,-0.6089468960969868,-5.663528578221214,0.13793103448275862,20,-0.8193942859631912,-13.439259888492673,0.05
F5,2024-09 → 2025-03,34,1.3359232226429372,1.6761523126474305,0.4117647058823529,22,1.5630842865434866,1.8784535296336076,0.5454545454545454
F6,2025-03 → 2025-09,31,0.2705775354170074,0.3976153484143783,0.1935483870967742,17,0.32580440591032506,0.5676777013466969,0.29411764705882354
F7,2025-09 → 2026-03,27,0.4083944257234561,1.8268028705099548,0.5925925925925926,22,0.5843665464648486,2.80811855314747,0.6818181818181818
F8,2026-03 → 2026-06,9,-0.7134250847775595,-9.828793021016384,0.1111111111111111,3,-0.7167824663601122,-9.667536760449545,0.0
