ablation,trades,hit_rate,expectancy_R,sharpe,max_dd,CAGR,profit_factor
baseline,34,0.4117647058823529,0.27831139642515856,0.4028472788182258,-0.008875141724024087,0.002542457662884523,1.5481284728293467
no_sma_filter,90,0.3333333333333333,0.12862559803364798,0.40609276179655646,-0.01365424162392634,0.002971789772962641,1.2235688735354946
no_prev_close_req,108,0.3055555555555556,0.09972261069594948,0.40161765922099385,-0.021774194310444406,0.0028125258765419048,1.2083112062240973
no_structural_exit,33,0.3333333333333333,0.258204714478326,0.4005064258813966,-0.009742006214760873,0.002247860635905319,1.4488199541108278
anchor_window_90,65,0.23076923076923078,-0.17583257888087195,0.3579275135639968,-0.02414912727363552,-0.003284524033113967,0.6234621298713509
anchor_window_360,22,0.36363636363636365,0.07576167341676486,0.38743940378857616,-0.00585656490942639,0.000416308904901852,1.155928010780485
break_k_0.0,40,0.45,0.5308896026268946,0.43151759619069063,-0.006570314293722207,0.0057553849077482955,2.165723989460045
break_k_0.5,30,0.4,0.09466473859535778,0.3894789860697736,-0.010470843212796394,0.0006862568819014925,1.1738897748702029
loose_all,272,0.3382352941176471,-0.0019387506182804747,0.37789904456148987,-0.0278195711111405,-0.0006628474135584872,0.9831067471918511
