pair,entry_time,exit_time,days,entry_z,gross_pct,net_pct,exit_reason
AVAXUSDT/UNIUSDT,2021-08-05 00:00:00+00:00,2021-08-17 00:00:00+00:00,12,-2.29,47.509,47.149,converged
LINKUSDT/UNIUSDT,2021-08-06 00:00:00+00:00,2021-09-05 00:00:00+00:00,30,-2.38,19.692,19.332,converged
DOGEUSDT/ZECUSDT,2021-08-06 00:00:00+00:00,2021-08-15 00:00:00+00:00,9,-2.01,31.824,31.464,converged
COTIUSDT/UNIUSDT,2021-08-06 00:00:00+00:00,2021-08-19 00:00:00+00:00,13,-2.03,35.839,35.479,converged
BNBUSDT/UNIUSDT,2021-08-07 00:00:00+00:00,2021-08-17 00:00:00+00:00,10,-2.16,17.821,17.461,converged
ETHUSDT/ZECUSDT,2021-08-08 00:00:00+00:00,2021-09-01 00:00:00+00:00,24,3.21,-11.666,-12.026,spread_blowout
ADAUSDT/DOGEUSDT,2021-08-10 00:00:00+00:00,2021-08-11 00:00:00+00:00,1,3.14,-5.395,-5.755,spread_blowout
ADAUSDT/XRPUSDT,2021-08-10 00:00:00+00:00,2021-08-13 00:00:00+00:00,3,2.15,-10.217,-10.577,spread_blowout
ADAUSDT/ZECUSDT,2021-08-10 00:00:00+00:00,2021-08-13 00:00:00+00:00,3,2.43,-19.375,-19.735,spread_blowout
ADAUSDT/COTIUSDT,2021-08-10 00:00:00+00:00,2021-08-12 00:00:00+00:00,2,2.37,-8.779,-9.139,spread_blowout
ADAUSDT/LINKUSDT,2021-08-11 00:00:00+00:00,2021-08-13 00:00:00+00:00,2,2.73,-13.828,-14.188,spread_blowout
AVAXUSDT/XRPUSDT,2021-08-11 00:00:00+00:00,2021-08-14 00:00:00+00:00,3,-2.21,-20.792,-21.152,spread_blowout
COTIUSDT/XRPUSDT,2021-08-11 00:00:00+00:00,2021-08-14 00:00:00+00:00,3,-2.82,-18.048,-18.408,spread_blowout
ADAUSDT/AVAXUSDT,2021-08-11 00:00:00+00:00,2021-08-13 00:00:00+00:00,2,2.59,-14.114,-14.474,spread_blowout
XRPUSDT/ZECUSDT,2021-08-11 00:00:00+00:00,2021-08-14 00:00:00+00:00,3,2.61,-18.374,-18.734,spread_blowout
ADAUSDT/DOGEUSDT,2021-08-12 00:00:00+00:00,2021-08-13 00:00:00+00:00,1,3.92,-11.451,-11.811,spread_blowout
ADAUSDT/UNIUSDT,2021-08-13 00:00:00+00:00,2021-08-18 00:00:00+00:00,5,2.92,-8.27,-8.63,spread_blowout
ADAUSDT/BNBUSDT,2021-08-13 00:00:00+00:00,2021-08-19 00:00:00+00:00,6,3.23,-8.767,-9.127,spread_blowout
LINKUSDT/XRPUSDT,2021-08-14 00:00:00+00:00,2021-09-13 00:00:00+00:00,30,-3.96,17.568,17.208,time_stop
ADAUSDT/XRPUSDT,2021-08-14 00:00:00+00:00,2021-08-19 00:00:00+00:00,5,2.12,-13.215,-13.575,spread_blowout
XRPUSDT/ZECUSDT,2021-08-15 00:00:00+00:00,2021-09-14 00:00:00+00:00,30,3.41,-0.285,-0.645,time_stop
AVAXUSDT/XRPUSDT,2021-08-15 00:00:00+00:00,2021-08-17 00:00:00+00:00,2,-3.26,39.097,38.737,converged
COTIUSDT/XRPUSDT,2021-08-15 00:00:00+00:00,2021-08-22 00:00:00+00:00,7,-3.71,35.893,35.533,converged
AVAXUSDT/COTIUSDT,2021-08-17 00:00:00+00:00,2021-08-18 00:00:00+00:00,1,3.47,-23.524,-23.884,spread_blowout
AVAXUSDT/XRPUSDT,2021-08-19 00:00:00+00:00,2021-08-20 00:00:00+00:00,1,3.84,-22.23,-22.59,spread_blowout
COTIUSDT/ZECUSDT,2021-08-19 00:00:00+00:00,2021-08-25 00:00:00+00:00,6,2.82,-44.358,-44.718,spread_blowout
COTIUSDT/LINKUSDT,2021-08-19 00:00:00+00:00,2021-08-25 00:00:00+00:00,6,2.24,-62.424,-62.784,spread_blowout
BNBUSDT/UNIUSDT,2021-08-19 00:00:00+00:00,2021-08-23 00:00:00+00:00,4,2.52,-12.928,-13.288,spread_blowout
ADAUSDT/XRPUSDT,2021-08-20 00:00:00+00:00,2021-08-22 00:00:00+00:00,2,3.06,-11.812,-12.172,spread_blowout
ADAUSDT/AVAXUSDT,2021-08-21 00:00:00+00:00,2021-09-10 00:00:00+00:00,20,-2.68,-9.852,-10.212,spread_blowout
ADAUSDT/BNBUSDT,2021-08-22 00:00:00+00:00,2021-09-11 00:00:00+00:00,20,2.96,-11.614,-11.974,spread_blowout
COTIUSDT/DOGEUSDT,2021-08-23 00:00:00+00:00,2021-08-25 00:00:00+00:00,2,3.59,-49.346,-49.706,spread_blowout
BNBUSDT/XRPUSDT,2021-08-23 00:00:00+00:00,2021-08-25 00:00:00+00:00,2,3.25,-3.944,-4.304,spread_blowout
DOGEUSDT/ZECUSDT,2021-08-25 00:00:00+00:00,2021-09-24 00:00:00+00:00,30,-2.16,15.018,14.658,time_stop
ADAUSDT/XRPUSDT,2021-08-25 00:00:00+00:00,2021-08-27 00:00:00+00:00,2,3.44,-6.083,-6.443,spread_blowout
COTIUSDT/XRPUSDT,2021-08-26 00:00:00+00:00,2021-09-17 00:00:00+00:00,22,3.66,-6.366,-6.726,spread_blowout
BNBUSDT/XRPUSDT,2021-08-26 00:00:00+00:00,2021-09-10 00:00:00+00:00,15,3.12,16.604,16.244,converged
ETHUSDT/UNIUSDT,2021-08-26 00:00:00+00:00,2021-09-03 00:00:00+00:00,8,2.0,-14.054,-14.414,spread_blowout
COTIUSDT/ZECUSDT,2021-08-28 00:00:00+00:00,2021-09-10 00:00:00+00:00,13,3.63,-4.788,-5.148,spread_blowout
ADAUSDT/XRPUSDT,2021-08-28 00:00:00+00:00,2021-09-27 00:00:00+00:00,30,3.24,8.934,8.574,time_stop
AVAXUSDT/BNBUSDT,2021-08-28 00:00:00+00:00,2021-09-10 00:00:00+00:00,13,2.1,-45.817,-46.177,spread_blowout
ADAUSDT/SOLUSDT,2021-08-30 00:00:00+00:00,2021-09-03 00:00:00+00:00,4,-2.87,-13.176,-13.536,spread_blowout
BNBUSDT/SOLUSDT,2021-08-30 00:00:00+00:00,2021-09-06 00:00:00+00:00,7,-2.83,-10.416,-10.776,spread_blowout
AVAXUSDT/SOLUSDT,2021-08-30 00:00:00+00:00,2021-09-03 00:00:00+00:00,4,-2.7,-26.048,-26.408,spread_blowout
COTIUSDT/SOLUSDT,2021-08-31 00:00:00+00:00,2021-09-06 00:00:00+00:00,6,-2.36,-24.713,-25.073,spread_blowout
AAVEUSDT/ETHUSDT,2021-09-03 00:00:00+00:00,2021-10-03 00:00:00+00:00,30,-2.24,-10.596,-10.956,time_stop
ADAUSDT/SOLUSDT,2021-09-04 00:00:00+00:00,2021-09-06 00:00:00+00:00,2,-3.25,-11.29,-11.65,spread_blowout
ETHUSDT/UNIUSDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,3,3.47,-3.599,-3.959,spread_blowout
AVAXUSDT/SOLUSDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,3,-2.33,-47.297,-47.657,spread_blowout
SOLUSDT/XRPUSDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,2,2.61,-42.127,-42.487,spread_blowout
LINKUSDT/UNIUSDT,2021-09-06 00:00:00+00:00,2021-09-28 00:00:00+00:00,22,3.45,24.092,23.732,converged
LINKUSDT/ZECUSDT,2021-09-07 00:00:00+00:00,2021-10-02 00:00:00+00:00,25,2.1,-16.038,-16.398,spread_blowout
COTIUSDT/SOLUSDT,2021-09-07 00:00:00+00:00,2021-09-08 00:00:00+00:00,1,-3.98,-3.188,-3.548,spread_blowout
BTCUSDT/UNIUSDT,2021-09-08 00:00:00+00:00,2021-10-06 00:00:00+00:00,28,2.17,-11.955,-12.315,spread_blowout
BNBUSDT/SOLUSDT,2021-09-09 00:00:00+00:00,2021-09-10 00:00:00+00:00,1,-3.65,-3.385,-3.745,spread_blowout
COTIUSDT/SOLUSDT,2021-09-09 00:00:00+00:00,2021-09-23 00:00:00+00:00,14,-3.05,78.574,78.214,converged
AVAXUSDT/COTIUSDT,2021-09-10 00:00:00+00:00,2021-09-23 00:00:00+00:00,13,2.13,39.596,39.236,converged
AVAXUSDT/XRPUSDT,2021-09-10 00:00:00+00:00,2021-09-19 00:00:00+00:00,9,2.48,-36.256,-36.616,spread_blowout
ADAUSDT/SOLUSDT,2021-09-10 00:00:00+00:00,2021-10-10 00:00:00+00:00,30,-3.42,2.394,2.034,time_stop
COTIUSDT/ZECUSDT,2021-09-11 00:00:00+00:00,2021-09-21 00:00:00+00:00,10,2.79,-26.232,-26.592,spread_blowout
ADAUSDT/AVAXUSDT,2021-09-11 00:00:00+00:00,2021-09-16 00:00:00+00:00,5,-2.53,-18.145,-18.505,spread_blowout
BNBUSDT/COTIUSDT,2021-09-12 00:00:00+00:00,2021-09-21 00:00:00+00:00,9,-2.32,-11.551,-11.911,spread_blowout
ADAUSDT/BNBUSDT,2021-09-12 00:00:00+00:00,2021-09-25 00:00:00+00:00,13,2.08,-17.94,-18.3,spread_blowout
AVAXUSDT/BNBUSDT,2021-09-12 00:00:00+00:00,2021-09-16 00:00:00+00:00,4,3.8,-7.552,-7.912,spread_blowout
ADAUSDT/COTIUSDT,2021-09-16 00:00:00+00:00,2021-09-22 00:00:00+00:00,6,-2.57,-11.445,-11.805,spread_blowout
ADAUSDT/AVAXUSDT,2021-09-17 00:00:00+00:00,2021-09-21 00:00:00+00:00,4,-3.68,-7.972,-8.332,spread_blowout
AVAXUSDT/BNBUSDT,2021-09-17 00:00:00+00:00,2021-09-20 00:00:00+00:00,3,3.69,-13.869,-14.229,spread_blowout
COTIUSDT/XRPUSDT,2021-09-18 00:00:00+00:00,2021-09-23 00:00:00+00:00,5,2.72,-41.402,-41.762,spread_blowout
ADAUSDT/ZECUSDT,2021-09-21 00:00:00+00:00,2021-10-18 00:00:00+00:00,27,2.2,34.874,34.514,converged
BNBUSDT/COTIUSDT,2021-09-22 00:00:00+00:00,2021-09-23 00:00:00+00:00,1,-3.35,-12.693,-13.053,spread_blowout
ADAUSDT/AVAXUSDT,2021-09-22 00:00:00+00:00,2021-10-22 00:00:00+00:00,30,-2.77,1.256,0.896,time_stop
XRPUSDT/ZECUSDT,2021-09-24 00:00:00+00:00,2021-10-20 00:00:00+00:00,26,2.66,29.816,29.456,converged
ADAUSDT/COTIUSDT,2021-09-24 00:00:00+00:00,2021-09-25 00:00:00+00:00,1,-3.82,-7.445,-7.805,spread_blowout
COTIUSDT/SOLUSDT,2021-09-25 00:00:00+00:00,2021-10-25 00:00:00+00:00,30,2.5,34.079,33.719,time_stop
AAVEUSDT/UNIUSDT,2021-09-26 00:00:00+00:00,2021-09-28 00:00:00+00:00,2,-3.12,-8.097,-8.457,spread_blowout
ADAUSDT/COTIUSDT,2021-09-26 00:00:00+00:00,2021-09-27 00:00:00+00:00,1,-3.52,-14.298,-14.658,spread_blowout
BNBUSDT/XRPUSDT,2021-09-26 00:00:00+00:00,2021-10-01 00:00:00+00:00,5,-2.14,14.134,13.774,converged
ADAUSDT/BNBUSDT,2021-09-26 00:00:00+00:00,2021-10-01 00:00:00+00:00,5,3.12,33.489,33.129,converged
UNIUSDT/ZECUSDT,2021-09-26 00:00:00+00:00,2021-10-18 00:00:00+00:00,22,2.18,18.949,18.589,converged
AVAXUSDT/COTIUSDT,2021-09-27 00:00:00+00:00,2021-10-27 00:00:00+00:00,30,-2.61,31.312,30.952,time_stop
BNBUSDT/ZECUSDT,2021-09-29 00:00:00+00:00,2021-10-13 00:00:00+00:00,14,2.58,-10.784,-11.144,spread_blowout
AAVEUSDT/UNIUSDT,2021-09-29 00:00:00+00:00,2021-10-29 00:00:00+00:00,30,-3.97,12.621,12.261,time_stop
BTCUSDT/LINKUSDT,2021-10-05 00:00:00+00:00,2021-10-06 00:00:00+00:00,1,2.15,-8.373,-8.733,spread_blowout
BTCUSDT/XRPUSDT,2021-10-06 00:00:00+00:00,2021-10-15 00:00:00+00:00,9,3.41,-7.798,-8.158,spread_blowout
BTCUSDT/ETHUSDT,2021-10-06 00:00:00+00:00,2021-10-11 00:00:00+00:00,5,3.12,-4.521,-4.881,spread_blowout
BTCUSDT/LINKUSDT,2021-10-07 00:00:00+00:00,2021-10-10 00:00:00+00:00,3,3.12,-5.032,-5.392,spread_blowout
ETHUSDT/LINKUSDT,2021-10-08 00:00:00+00:00,2021-10-19 00:00:00+00:00,11,2.11,-10.308,-10.668,spread_blowout
BTCUSDT/ETHUSDT,2021-10-12 00:00:00+00:00,2021-10-18 00:00:00+00:00,6,2.85,-5.169,-5.529,spread_blowout
ADAUSDT/BNBUSDT,2021-10-13 00:00:00+00:00,2021-10-29 00:00:00+00:00,16,-2.04,-29.362,-29.722,spread_blowout
ETHUSDT/XRPUSDT,2021-10-17 00:00:00+00:00,2021-10-29 00:00:00+00:00,12,2.01,-14.553,-14.913,spread_blowout
BNBUSDT/XRPUSDT,2021-10-18 00:00:00+00:00,2021-11-01 00:00:00+00:00,14,2.3,-12.308,-12.668,spread_blowout
DOGEUSDT/ZECUSDT,2021-10-21 00:00:00+00:00,2021-10-22 00:00:00+00:00,1,-3.32,-5.438,-5.798,spread_blowout
BNBUSDT/ETHUSDT,2021-11-26 00:00:00+00:00,2021-12-26 00:00:00+00:00,30,2.14,7.901,7.541,time_stop
BTCUSDT/ETHUSDT,2021-11-30 00:00:00+00:00,2021-12-30 00:00:00+00:00,30,-2.12,1.086,0.726,time_stop
1000SHIBUSDT/BTCUSDT,2021-12-04 00:00:00+00:00,2022-01-03 00:00:00+00:00,30,2.84,-21.9,-22.26,time_stop
BNBUSDT/SOLUSDT,2021-12-10 00:00:00+00:00,2022-01-09 00:00:00+00:00,30,2.45,6.797,6.437,time_stop
DOGEUSDT/LINKUSDT,2021-12-14 00:00:00+00:00,2021-12-18 00:00:00+00:00,4,2.63,15.242,14.882,converged
LINKUSDT/XRPUSDT,2021-12-20 00:00:00+00:00,2021-12-26 00:00:00+00:00,6,-2.12,14.305,13.945,converged
DOGEUSDT/XRPUSDT,2021-12-20 00:00:00+00:00,2022-01-13 00:00:00+00:00,24,-2.06,18.181,17.821,converged
AAVEUSDT/XRPUSDT,2021-12-21 00:00:00+00:00,2021-12-24 00:00:00+00:00,3,-2.8,42.878,42.518,converged
AAVEUSDT/DOGEUSDT,2021-12-23 00:00:00+00:00,2021-12-30 00:00:00+00:00,7,2.05,-15.868,-16.228,spread_blowout
AAVEUSDT/UNIUSDT,2021-12-23 00:00:00+00:00,2021-12-24 00:00:00+00:00,1,2.43,-12.928,-13.288,spread_blowout
AAVEUSDT/ADAUSDT,2021-12-24 00:00:00+00:00,2022-01-03 00:00:00+00:00,10,3.72,-4.256,-4.616,spread_blowout
AAVEUSDT/LINKUSDT,2021-12-24 00:00:00+00:00,2022-01-05 00:00:00+00:00,12,2.49,33.435,33.075,converged
AAVEUSDT/UNIUSDT,2021-12-26 00:00:00+00:00,2022-01-25 00:00:00+00:00,30,2.87,-2.681,-3.041,time_stop
AAVEUSDT/XRPUSDT,2021-12-27 00:00:00+00:00,2022-01-26 00:00:00+00:00,30,2.19,1.588,1.228,time_stop
AAVEUSDT/COTIUSDT,2021-12-27 00:00:00+00:00,2022-01-17 00:00:00+00:00,21,2.09,17.13,16.77,converged
AAVEUSDT/DOGEUSDT,2021-12-31 00:00:00+00:00,2022-01-22 00:00:00+00:00,22,2.75,26.747,26.387,converged
DOGEUSDT/UNIUSDT,2022-01-03 00:00:00+00:00,2022-01-13 00:00:00+00:00,10,-2.17,15.772,15.412,converged
COTIUSDT/DOGEUSDT,2022-01-03 00:00:00+00:00,2022-01-13 00:00:00+00:00,10,2.08,17.275,16.915,converged
LINKUSDT/XRPUSDT,2022-01-03 00:00:00+00:00,2022-01-05 00:00:00+00:00,2,2.59,-16.276,-16.636,spread_blowout
BTCUSDT/LINKUSDT,2022-01-03 00:00:00+00:00,2022-01-05 00:00:00+00:00,2,-3.66,-10.201,-10.561,spread_blowout
DOGEUSDT/LINKUSDT,2022-01-03 00:00:00+00:00,2022-01-05 00:00:00+00:00,2,-3.29,-12.422,-12.782,spread_blowout
ADAUSDT/UNIUSDT,2022-01-03 00:00:00+00:00,2022-01-14 00:00:00+00:00,11,-2.61,13.436,13.076,converged
ADAUSDT/COTIUSDT,2022-01-04 00:00:00+00:00,2022-01-16 00:00:00+00:00,12,-2.02,20.943,20.583,converged
BTCUSDT/UNIUSDT,2022-01-04 00:00:00+00:00,2022-02-03 00:00:00+00:00,30,-2.4,8.449,8.089,time_stop
LINKUSDT/UNIUSDT,2022-01-05 00:00:00+00:00,2022-01-09 00:00:00+00:00,4,2.27,-15.731,-16.091,spread_blowout
COTIUSDT/LINKUSDT,2022-01-05 00:00:00+00:00,2022-01-09 00:00:00+00:00,4,-2.03,-18.337,-18.697,spread_blowout
LINKUSDT/XRPUSDT,2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,1,3.75,-4.786,-5.146,spread_blowout
ETHUSDT/SOLUSDT,2022-01-07 00:00:00+00:00,2022-01-21 00:00:00+00:00,14,-2.16,-11.771,-12.131,spread_blowout
BTCUSDT/DOGEUSDT,2022-01-07 00:00:00+00:00,2022-01-14 00:00:00+00:00,7,-2.23,-7.089,-7.449,spread_blowout
DOGEUSDT/XRPUSDT,2022-01-14 00:00:00+00:00,2022-02-07 00:00:00+00:00,24,2.42,19.323,18.963,converged
ADAUSDT/BTCUSDT,2022-01-14 00:00:00+00:00,2022-01-17 00:00:00+00:00,3,2.0,-24.433,-24.793,spread_blowout
BTCUSDT/DOGEUSDT,2022-01-15 00:00:00+00:00,2022-02-11 00:00:00+00:00,27,-3.56,14.951,14.591,converged
ADAUSDT/XRPUSDT,2022-01-16 00:00:00+00:00,2022-01-17 00:00:00+00:00,1,2.25,-15.424,-15.784,spread_blowout
ADAUSDT/UNIUSDT,2022-01-17 00:00:00+00:00,2022-01-23 00:00:00+00:00,6,3.83,-2.821,-3.181,spread_blowout
ADAUSDT/DOGEUSDT,2022-01-17 00:00:00+00:00,2022-01-25 00:00:00+00:00,8,3.58,24.447,24.087,converged
COTIUSDT/UNIUSDT,2022-01-18 00:00:00+00:00,2022-01-27 00:00:00+00:00,9,3.55,-5.325,-5.685,spread_blowout
ADAUSDT/XRPUSDT,2022-01-18 00:00:00+00:00,2022-02-07 00:00:00+00:00,20,2.95,32.354,31.994,converged
COTIUSDT/DOGEUSDT,2022-01-18 00:00:00+00:00,2022-01-22 00:00:00+00:00,4,2.6,22.401,22.041,converged
ADAUSDT/BTCUSDT,2022-01-19 00:00:00+00:00,2022-02-04 00:00:00+00:00,16,2.11,15.613,15.253,converged
SOLUSDT/XRPUSDT,2022-01-22 00:00:00+00:00,2022-01-26 00:00:00+00:00,4,-3.21,-6.351,-6.711,spread_blowout
BTCUSDT/SOLUSDT,2022-01-22 00:00:00+00:00,2022-01-27 00:00:00+00:00,5,2.56,-10.084,-10.444,spread_blowout
BTCUSDT/ETHUSDT,2022-01-22 00:00:00+00:00,2022-02-21 00:00:00+00:00,30,2.12,1.274,0.914,time_stop
DOGEUSDT/UNIUSDT,2022-01-23 00:00:00+00:00,2022-02-13 00:00:00+00:00,21,2.3,-13.837,-14.197,spread_blowout
ADAUSDT/UNIUSDT,2022-01-24 00:00:00+00:00,2022-02-23 00:00:00+00:00,30,2.76,2.246,1.886,time_stop
1000SHIBUSDT/DOGEUSDT,2022-01-26 00:00:00+00:00,2022-02-06 00:00:00+00:00,11,-2.17,20.15,19.79,converged
SOLUSDT/XRPUSDT,2022-01-27 00:00:00+00:00,2022-02-08 00:00:00+00:00,12,-2.56,-19.766,-20.126,spread_blowout
1000SHIBUSDT/COTIUSDT,2022-01-28 00:00:00+00:00,2022-02-06 00:00:00+00:00,9,-2.52,28.674,28.314,converged
AAVEUSDT/COTIUSDT,2022-01-28 00:00:00+00:00,2022-02-20 00:00:00+00:00,23,-2.69,24.176,23.816,converged
COTIUSDT/UNIUSDT,2022-01-28 00:00:00+00:00,2022-01-30 00:00:00+00:00,2,3.82,-3.523,-3.883,spread_blowout
BTCUSDT/SOLUSDT,2022-01-28 00:00:00+00:00,2022-02-13 00:00:00+00:00,16,2.46,-9.853,-10.213,spread_blowout
ADAUSDT/COTIUSDT,2022-01-30 00:00:00+00:00,2022-02-17 00:00:00+00:00,18,-2.58,20.073,19.713,converged
COTIUSDT/UNIUSDT,2022-01-31 00:00:00+00:00,2022-02-20 00:00:00+00:00,20,2.56,20.522,20.162,converged
BNBUSDT/BTCUSDT,2022-01-31 00:00:00+00:00,2022-03-02 00:00:00+00:00,30,-2.19,-2.374,-2.734,time_stop
BNBUSDT/ETHUSDT,2022-02-01 00:00:00+00:00,2022-03-03 00:00:00+00:00,30,-2.08,3.289,2.929,time_stop
BTCUSDT/XRPUSDT,2022-02-04 00:00:00+00:00,2022-02-07 00:00:00+00:00,3,2.06,14.744,14.384,converged
1000SHIBUSDT/BTCUSDT,2022-02-04 00:00:00+00:00,2022-02-06 00:00:00+00:00,2,-3.33,21.818,21.458,converged
BTCUSDT/UNIUSDT,2022-02-04 00:00:00+00:00,2022-03-01 00:00:00+00:00,25,2.07,-11.668,-12.028,spread_blowout
1000SHIBUSDT/UNIUSDT,2022-02-06 00:00:00+00:00,2022-02-09 00:00:00+00:00,3,3.01,-8.615,-8.975,spread_blowout
1000SHIBUSDT/SOLUSDT,2022-02-06 00:00:00+00:00,2022-02-09 00:00:00+00:00,3,2.42,-15.61,-15.97,spread_blowout
1000SHIBUSDT/XRPUSDT,2022-02-06 00:00:00+00:00,2022-02-07 00:00:00+00:00,1,2.29,13.518,13.158,converged
1000SHIBUSDT/BNBUSDT,2022-02-07 00:00:00+00:00,2022-03-09 00:00:00+00:00,30,2.82,16.06,15.7,time_stop
BNBUSDT/XRPUSDT,2022-02-07 00:00:00+00:00,2022-03-09 00:00:00+00:00,30,-2.39,-3.198,-3.558,time_stop
1000SHIBUSDT/ETHUSDT,2022-02-07 00:00:00+00:00,2022-03-09 00:00:00+00:00,30,2.01,12.4,12.04,time_stop
1000SHIBUSDT/BTCUSDT,2022-02-07 00:00:00+00:00,2022-02-28 00:00:00+00:00,21,2.04,20.816,20.456,converged
UNIUSDT/XRPUSDT,2022-02-07 00:00:00+00:00,2022-02-08 00:00:00+00:00,1,-3.71,-9.937,-10.297,spread_blowout
BNBUSDT/ZECUSDT,2022-02-08 00:00:00+00:00,2022-03-10 00:00:00+00:00,30,-2.31,-18.818,-19.178,spread_blowout
ETHUSDT/SOLUSDT,2022-02-08 00:00:00+00:00,2022-02-15 00:00:00+00:00,7,2.28,-7.098,-7.458,spread_blowout
BTCUSDT/XRPUSDT,2022-02-08 00:00:00+00:00,2022-02-19 00:00:00+00:00,11,-3.14,-4.093,-4.453,spread_blowout
DOGEUSDT/XRPUSDT,2022-02-08 00:00:00+00:00,2022-02-19 00:00:00+00:00,11,-3.06,-5.872,-6.232,spread_blowout
ADAUSDT/XRPUSDT,2022-02-08 00:00:00+00:00,2022-02-19 00:00:00+00:00,11,-3.05,-10.411,-10.771,spread_blowout
SOLUSDT/ZECUSDT,2022-02-08 00:00:00+00:00,2022-03-08 00:00:00+00:00,28,-2.01,-35.833,-36.193,spread_blowout
1000SHIBUSDT/XRPUSDT,2022-02-08 00:00:00+00:00,2022-03-10 00:00:00+00:00,30,-2.24,-7.679,-8.039,time_stop
ETHUSDT/XRPUSDT,2022-02-08 00:00:00+00:00,2022-03-10 00:00:00+00:00,30,-2.56,-1.579,-1.939,time_stop
SOLUSDT/XRPUSDT,2022-02-09 00:00:00+00:00,2022-02-12 00:00:00+00:00,3,-3.93,-9.328,-9.688,spread_blowout
1000SHIBUSDT/SOLUSDT,2022-02-10 00:00:00+00:00,2022-02-13 00:00:00+00:00,3,3.47,-9.277,-9.637,spread_blowout
1000SHIBUSDT/UNIUSDT,2022-02-10 00:00:00+00:00,2022-02-13 00:00:00+00:00,3,3.17,-7.73,-8.09,spread_blowout
1000SHIBUSDT/ADAUSDT,2022-02-12 00:00:00+00:00,2022-03-14 00:00:00+00:00,30,2.01,-8.058,-8.418,time_stop
BTCUSDT/SOLUSDT,2022-02-14 00:00:00+00:00,2022-03-16 00:00:00+00:00,30,2.28,-0.957,-1.317,time_stop
1000SHIBUSDT/SOLUSDT,2022-02-14 00:00:00+00:00,2022-03-16 00:00:00+00:00,30,2.76,19.283,18.923,time_stop
ADAUSDT/BTCUSDT,2022-02-14 00:00:00+00:00,2022-03-02 00:00:00+00:00,16,-2.0,-14.461,-14.821,spread_blowout
BNBUSDT/SOLUSDT,2022-02-16 00:00:00+00:00,2022-02-24 00:00:00+00:00,8,2.03,9.491,9.131,converged
ETHUSDT/SOLUSDT,2022-02-16 00:00:00+00:00,2022-03-18 00:00:00+00:00,30,2.61,-1.855,-2.215,time_stop
ADAUSDT/DOGEUSDT,2022-02-20 00:00:00+00:00,2022-03-21 00:00:00+00:00,29,-2.13,12.719,12.359,converged
BTCUSDT/XRPUSDT,2022-02-20 00:00:00+00:00,2022-03-02 00:00:00+00:00,10,-2.83,14.254,13.894,converged
ADAUSDT/SOLUSDT,2022-02-21 00:00:00+00:00,2022-03-23 00:00:00+00:00,30,-2.14,19.502,19.142,converged
COTIUSDT/UNIUSDT,2022-02-23 00:00:00+00:00,2022-03-25 00:00:00+00:00,30,-2.09,-0.719,-1.079,time_stop
DOGEUSDT/ZECUSDT,2022-02-24 00:00:00+00:00,2022-03-04 00:00:00+00:00,8,-2.62,-7.277,-7.637,spread_blowout
BTCUSDT/DOGEUSDT,2022-02-24 00:00:00+00:00,2022-03-09 00:00:00+00:00,13,2.06,-10.866,-11.226,spread_blowout
ADAUSDT/UNIUSDT,2022-02-27 00:00:00+00:00,2022-03-23 00:00:00+00:00,24,-2.73,24.23,23.87,converged
BTCUSDT/ETHUSDT,2022-02-28 00:00:00+00:00,2022-03-30 00:00:00+00:00,30,2.34,0.385,0.025,time_stop
BTCUSDT/ZECUSDT,2022-03-01 00:00:00+00:00,2022-03-03 00:00:00+00:00,2,2.25,8.396,8.036,converged
1000SHIBUSDT/BTCUSDT,2022-03-02 00:00:00+00:00,2022-03-27 00:00:00+00:00,25,-2.26,-12.029,-12.389,spread_blowout
1000SHIBUSDT/ZECUSDT,2022-03-03 00:00:00+00:00,2022-03-08 00:00:00+00:00,5,-2.02,-14.759,-15.119,spread_blowout
ETHUSDT/ZECUSDT,2022-03-03 00:00:00+00:00,2022-03-08 00:00:00+00:00,5,-2.76,-15.303,-15.663,spread_blowout
DOGEUSDT/SOLUSDT,2022-03-07 00:00:00+00:00,2022-03-27 00:00:00+00:00,20,-2.07,10.862,10.502,converged
BNBUSDT/DOGEUSDT,2022-03-07 00:00:00+00:00,2022-04-05 00:00:00+00:00,29,2.47,29.312,28.952,converged
1000SHIBUSDT/ZECUSDT,2022-03-09 00:00:00+00:00,2022-03-10 00:00:00+00:00,1,-3.43,-14.42,-14.78,spread_blowout
1000SHIBUSDT/XRPUSDT,2022-03-12 00:00:00+00:00,2022-03-21 00:00:00+00:00,9,-3.47,-5.01,-5.37,spread_blowout
AAVEUSDT/DOGEUSDT,2022-03-16 00:00:00+00:00,2022-04-01 00:00:00+00:00,16,2.14,-22.384,-22.744,spread_blowout
1000SHIBUSDT/AVAXUSDT,2022-03-17 00:00:00+00:00,2022-04-12 00:00:00+00:00,26,-2.14,23.04,22.68,converged
AAVEUSDT/UNIUSDT,2022-03-17 00:00:00+00:00,2022-03-29 00:00:00+00:00,12,3.04,-16.96,-17.32,spread_blowout
AAVEUSDT/ADAUSDT,2022-03-17 00:00:00+00:00,2022-03-23 00:00:00+00:00,6,3.18,36.931,36.571,converged
